ID	Database Source	Article Title	Author Keywords	Abstract	DOI	Author Full Names	Book Author Full Names	Group Authors	Duplicate Title	Publication Type	Book Editors	Source Title	Language	Document Type	Conference Title	Conference Date	Conference Location	Addresses	Cited References	Cited Reference Count	Times Cited, All Databases	Publisher	Publisher City	Publisher Address	ISSN	ISBN	Publication Year	Volume	Issue	Start Page	End Page	DOI.1	UT (Unique WOS ID)	Pubmed Id	Date of Export	V=Action Coder 1	V=Method Coder 1	V=Discipline Coder 1	V=Group Coder 1	V=Geo Coder 1	Comments Coder 1	V=Action Coder 2	V=Method Coder 2	V=Discipline Coder 2	V=Group Coder 2	V=Geo Coder 2	Comments Coder 2	V=Action Coder 3	V=Method Coder 3	V=Discipline Coder 3	V=Group Coder 3	V=Geo Coder 3	Comments Coder 3
3113	Scopus	Digital Publishing Habits, Perceptions of Open Access Publishing and Other Access Publishing: Across Continents Survey Study		In this transformative world, changes are happening in all the fields, including scholarly communications are trending in the academic area of publication and access to the resources, especially emerging the wave of open access, open science and open research. The study aims to investigate the digital publishing behaviour of manuscript authors. This study applied a quantitative approach and survey questionnaire method. The researcher collected the data from 251 authors, editors, and peer-reviewers from 45 countries worldwide. The research mainly focuses on the importance, need, and author preference for open access journals. Everyone cannot use and access subscription-based journals; the critical reason is the cost of purchasing a tremendous amount. As an independent researcher, developing countries and other impoverished countries, researchers can give the utmost importance to open access journals. The author also wishes to publish a journal in open access only. The findings reveal that most authors like to publish digital and print in both formats, with chargeless publications. Open access publishing has a vital role with researchers, scholars, and students because accessing the articles is costless. The researcher publishing the manuscript is more important than the quality of the content also important in scholarly publication. Nowadays, openaccess peer-reviewed journals are also equal to the paid journals. © 2021. All Rights Reserved.		Subaveerapandiyan, A.; Mamdapur, G.M.N.; Yohapriya, K.						Library Philosophy and Practice	English	journalArticle													2021.0	2021							44958	a=openaccess	m=survey	d=none	t=researcher; t=publisher	geo=all	geo=45 countries - here as all - need to disentangle if needed for detailed study	a=openaccess	m=survey	d=none	t=researcher; t=publisher	geo=all							
3121	WoS	Dissecting the tension of open science standards implementation in management and organization journals	Research integrity; science policy; open science; transparency; editorial policy; management and organization studies	Growing concerns about the credibility of scientific findings have sparked a debate on new transparency and openness standards in research. Management and organization studies scholars generally support the new standards, while emphasizing the unique challenges associated with their implementation in this paradigmatically diverse discipline. In this study, I analyze the costs to authors and journals associated with the implementation of new transparency and openness standards, and provide a progress report on the implementation level thus far. Drawing on an analysis of the submission guidelines of 60 empirical management journals, I find that the call for greater transparency was received, but resulted in implementations that were limited in scope and depth. Even standards that could have been easily adopted were left unimplemented, producing a paradoxical situation in which research designs that need transparency standards the most are not exposed to any, likely because the standards are irrelevant to other research designs.	10.1080/08989621.2021.1981870	Hensel, Przemyslaw G.				J		ACCOUNTABILITY IN RESEARCH-POLICIES AND QUALITY ASSURANCE	English	Article; Early Access				[Hensel, Przemyslaw G.] Univ Warsaw, Fac Management, 1-3 Szturmowa St, PL-02678 Warsaw, Poland		111.0	0.0	TAYLOR & FRANCIS INC	PHILADELPHIA	530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA	0898-9621							10.1080/08989621.2021.1981870	WOS:000702939300001	34605324.0	44958	a=openmethod; a=openpolicies	m=document review	d=socscie	t=none	geo=all		a=openaccess	m=document review	d=med	t=none	geo=all							
3123	Scopus	Do authors of research funded by the Canadian Institutes of Health Research comply with its open access mandate?: A meta-epidemiologic study	article; attention; Biomedical Research; Canada; Databases; economics; Factual; factual database; financial management; funding; human; medical research; open access publishing; Open Access Publishing; random sample; Research Support as Topic; risk factor; systematic review; Web of Science	Background Since 2008, the Canadian Institutes of Health Research (CIHR) has mandated that studies it funds either in whole or in part are required to publish their results as open access (OA) within 12 months of publication using either online repositories and/or OA journals. Yet, there is evidence that authors are poorly compliant with this mandate. Specifically, there has been an apparent decrease in OA publication after 2015, which coincides with a change in the OA policy during the same year. One particular policy change that may have contributed to this decline was lifting the requirement that authors deposit their article in an OA repository immediately upon publication. We investigated the proportion of OA compliance of CIHR-funded studies in the period before and after the policy change of 2015 with manual confirmation of both CIHR funding and OA status. Methods and findings We identified CIHR-funded studies published between the years 2014 to 2017 using a comprehensive search in the Web of Science (WoS). We took a stratified random sample from all four years (i.e. 2014 to 2017), with 250 studies from each year. Two authors independently reviewed the final full-text publications retrieved from the journal web page to determine to confirm CIHR funding, as indicated in the acknowledgements or elsewhere in the paper. For each study, we also collected bibliometric data that included citation count and Altmetric attention score Statistical analyses were conducted using two-tailed Fisher’s exact test with relative risk (RR). Among the 851 receiving CIHR funding published from 2014 to 2017, the percentage of CIHR-funded studies published as OA significantly decreased from 79.6% in 2014 to 70.3% in 2017 (RR = 0.88, 95% CI: 0.79–0.99, P = 0.028). When considering all four years, there was no significant difference in the percentage of CIHR-funded studies published as OA in both 2014 and 2015 compared to both 2016 and 2017 (RR = 0.97, 95% CI: 0.90–1.05, P = 0.493). Additionally, OA publications had significantly higher citation count (both in year of publication and in total) and higher attention scores (P<0.05). Conclusions Overall, we found that there was a significant decrease in the proportion of CIHR funded studies published as OA from 2014 compared to 2017, though this difference did not persist when comparing both 2014–2015 to 2016–2017. The primary limitation was the reliance of self-reported data from authors on CIHR funding status. We posit that this decrease may be attributable to CIHR’s OA policy change in 2015. Further exploration is warranted to both validate these studies using a larger dataset and, if valid, investigate the effects of potential interventions to improve the OA compliance, such as use of a CIHR publication database, and reinstatement of a policy for authors to immediately submit their findings to OA repositories upon publication. © 2021 Scaffidi et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	10.1371/journal.pone.0256577	Scaffidi, M.A.; Elsolh, K.; Li, J.; Verma, Y.; Bansal, R.; Gimpaya, N.; Larivière, V.; Khan, R.; Grover, S.C.						PLoS ONE	English	journalArticle													2021.0	16	8 August 2021			10.1371/journal.pone.0256577			44958	a=openaccess	m=document review; m=biblio	d=med 	t=none	geo=CAN		a=openaccess	m=biblio	d=med	t=none	geo=CAN							
3124	WoS	Do open access journals have a greater citation impact? A study of journals in library and information science	Open access; Citation impact; Library and information science; Scholarly communication; Journals; Library science journals	Purpose This study aims to investigate the research and citation impact of open access (OA) journals versus non-OA journals being published in the spectrum of library and information science (LIS) across the world and to further ascertain whether OA journals have greater citation counts than subscription-based journals in LIS discipline. Design/methodology/approach A total of 116 LIS journals (58 OA and 58 non-OA) were chosen from Scimago website. After selecting the journals, Publish or Perish software program was used to retrieve the publications and their corresponding academic citations by using International Standard Serial Number of journals from Google Scholar for the period of 2011-2018. The non-parametric Mann-Whitney U-test was applied on various research and citation indicators, namely, citation count, citations per author, citations per paper; g-index, h-index, hI norm and hI annual through SPSS. Findings Findings of the study demonstrate that non-OA journals in LIS have a significant citation advantage over OA journals. Moreover, Mann-Whitney U-test analysis rejected all the eight null hypotheses and reveals that non-OA journals in LIS discipline have greater citation counts, citations per author, citations per paper; g-index, h-index, hI norm and hI annual than OA journals. Originality/value To the best of the authors' knowledge, this is the first study that embarks upon a whole-scale investigation of citation impact of OA and non-OA journals in LIS, which has implications for both research and practice. This study would serve as a reference guide to all involved in scholarly communication activities including academic communities, librarians, research funders, publishers and policymakers for publishing research work, grant funding, designing policies and subscriptions.	10.1108/CC-03-2022-0010	Khan, D; Ashar, M; Yuvaraj, M																					2022.0					10.1108/CC-03-2022-0010			44958	a=openaccess	m=biblio	d=natscie	t=none	geo=all		a=openaccess	m=biblio	d=none	t=none	geo=all							
3126	Scopus	Do open-access dermatology articles have higher citation counts than those with subscription-based access?		Background Open-access (OA) publishing is increasingly prevalent in dermatology, and many journals now offer hybrid options, including conventional (subscription-based access [SA]) publishing or OA (with an author publishing charge) in a subscription journal. OA publishing has been noted in many disciplines, but this has been rarely studied in dermatology. Methods Using the Clarivate Journal Citation Report, we compiled a list of English-language dermatology hybrid OA journals containing more than 5% OA articles. We sampled any OA review or original research article in 4 issues from 2018 to 2019 and matched an equal number of SA articles. Citation count, citation count excluding self-citations and view counts found using Scopus and Altmetrics score were recorded for each article. Statistical analyses were performed using logistic and negative binomial models using R software. Results Twenty-seven hybrid dermatology journals were found, and 538 articles were sampled (269 OA, 269 SA). For both original research and review articles, OA articles had significantly higher mean citation counts (mean 13.2, standard deviation [SD] 17.0) compared to SA articles (mean 7.9, SD 8.8) (odds ratio [OR] 1.04; 95% CI 1.02–1.05; P < .001) including when adjusted for time from publication. Original research OA articles had significantly higher citation counts than original research SA articles (excluding self-citations; OR, 1.03; 95% CI, 1.01–1.05; P = .003), and review articles also had OA citation advantage than review SA articles (OR, 1.06; 95% CI, 1.02–1.11; P = .008). There was, however, no significant difference in citation counts between review articles and original research articles (OR, 1.00; 95% CI, 0.19–5.31; P = 1.000). There was no significant difference seen in view counts (OA: mean±SD 17.7±10.8; SA: mean±SD 17.1±12.4) and Altmetric score (OA: mean±SD 13.2±47.8; SA: mean±SD 6.3 ±25.0) between OA and SA articles. Potential confounders included the fact that more OA articles were published in Europe than in Asia, and pharmaceutical-funded articles were more likely to be published OA. Conclusions We noted a higher citation count for OA articles than SA articles in dermatology hybrid journals. However, dermatology researchers should take into account confounding factors when deciding whether to increase the impact of their work by selecting OA over SA publishing. © 2022 Xie et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	10.1371/journal.pone.0279265	Xie F., Ghozy S., Kallmes D.F., Lehman J.S.																					2022.0					10.1371/journal.pone.0279265			44958	a=openaccess	m=biblio	d=med	t=none	geo=all		a=openaccess	m=biblio	d=none	t=none	geo=all							
3127	WoS	Do Open-Science Badges Increase Trust in Scientists Among Undergraduates, Scientists, and the Public?	badges; trust; epistemic beliefs; open science; open data; open materials; preregistered	In three experimental studies, we investigated whether badges for open-science practices have the potential to affect trust in scientists and topic-specific epistemic beliefs by student teachers (n = 270), social scientists (n = 250), or the public (n = 257), all of whom were at least 16 years old. Furthermore, we analyzed the moderating role of epistemic beliefs for badges and trust. Each participant was randomly assigned to two of three conditions: badges awarded, badges not awarded, and no badges (control). In all samples, our Bayesian analyses indicated that badges influence trust as expected, with one exception in the public sample: An additional positive effect of awarded badges (compared with no badges) was not supported. For students and scientists, we found evidence for the relation of badges and epistemic beliefs as well as epistemic beliefs and trust. Further, we found evidence for the absence of moderation by epistemic beliefs.	10.1177/09567976221097499	Schneider, J; Rosman, T; Kelava, A; Merk, S																					2022.0					10.1177/09567976221097499			44958	a=openscience	m=other	d=none	t=researcher; t=other; 	geo=all		a=openaccess	m=survey	d=none	t=researcher; t=other								
3128	Scopus	Do researchers use open research data? Exploring the relationships between usage trends and metadata quality across scientific disciplines from the Figshare case	Metadata quality; open research data usage; research repositories	Open research data (ORD) have been considered a driver of scientific transparency. However, data friction, as the phenomenon of data underutilisation for several causes, has also been pointed out. A factor often called into question for ORD low usage is the quality of the ORD and associated metadata. This work aims to illustrate the use of ORD, published by the Figshare scientific repository, concerning their scientific discipline, their type and compared with the quality of their metadata. Considering all the Figshare resources and carrying out a programmatic quality assessment of their metadata, our analysis highlighted two aspects. First, irrespective of the scientific domain considered, most ORD are under-used, but with exceptional cases which concentrate most researchers’ attention. Second, there was no evidence that the use of ORD is associated with good metadata publishing practices. These two findings opened to a reflection about the potential causes of such data friction. © The Author(s) 2020.	10.1177/0165551520961048	Quarati A., Raffaghelli J.E.																					2022.0					10.1177/0165551520961048			44958	a=opendata	m=document review	d=none	t=none	geo=all		a=opendata	m=document review	d=none	t=none	geo=all							
3130	WoS	Does open data boost journal impact: evidence from Chinese economics	Open science; Open data; Economics; Impact factor; Research transparency	To encourage research transparency and replication, more and more journals have been requiring authors to share original datasets and analytic procedures supporting their publications. Does open data boost journal impact? In this article, we report one of the first empirical studies to assess the effects of open data on journal impact. China Industrial Economics (CIE) mandated authors to open their research data in the end of 2016, which is the first to embrace open data among Chinese journals and provides a natural experiment for policy evaluation. We use the data of 37 Chinese economics journals from 2001 to 2019 and apply synthetic control method to causally estimate the effects of open data, and our results show that open data has significantly increased the citations of journal articles. On average, the current- and second-year citations of articles published with CIE have increased by 1 similar to 4 times, and articles published before the open data policy also benefited from the spillover effect. Our findings suggest that journals can leverage compulsory open data to develop reputation and amplify academic impacts.	10.1007/s11192-021-03897-z	Zhang, Liwei; Ma, Liang				J		SCIENTOMETRICS	English	Article				[Zhang, Liwei] Shandong Univ, Sch Innovat & Entrepreneurship, Qingdao, Shandong, Peoples R China; [Ma, Liang] Renmin Univ China, Sch Publ Adm & Policy, Beijing, Peoples R China		79.0	2.0	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0138-9130		2021.0	126	4	3393.0	3419.0	10.1007/s11192-021-03897-z	WOS:000617856300006	33612885.0	44958	a=opendata; a=openpolicies	m=biblio	d=socscie	t=none	geo=CHN		a=openaccess	m=biblio	d=none	t=none	geo=CHN							
3131	WoS	Doing Open Science in a Research-Based Seminar: Students' Positioning Towards Openness in Higher Education	Open science; open education; open education practices; open educational resources; research-based teaching; collaboration; higher education; students' attitudes	This study investigates undergraduate students' attitudes towards and experiences with open education practices (OEP) in a research-based linguistics seminar. Data was collected through written assignments in which two groups of students in subsequent terms were surveyed on their willingness to publish (a) academic posters in open access (OA); (b) teaching concepts as open educational resources (OER); and (c) personal reflections on the research process in OA. Through qualitative data analysis, we examine students' apprehensions and motivations to publish their artifacts. We find that key motivators are a sense of belonging, personal reward, and an active contribution to a culture of collaboration, whereas apprehensions are grounded in concerns about the quality of their work, uncertainties about licensing, and fear of vulnerability through visibility. We show that open science practices and OEP can be combined synergistically in process-oriented, research-based, and collaborative seminar concepts, and we formulate recommendations for lecturers on how to successfully address OEP in the classroom.		Truan, N; Dressel, D																					2022.0								44958	a=openeducation	m=survey	d=hum	t=other	geo=GER		a=openaccess	m=interview	d=socscie	t=other	geo=DEU							
3132	WoS	Domain analysis of Brazilian open access institutional policies	Open access; Information policies; Domain analysis; Knowledge&nbsp; organization	Introduction: Open Access to scientific literature is a movement that has been developing for more than two decades and has become more complex as a domain of knowledge. Because of the advances in this area, some institutions create open access policies that express norms, values and paradigms on the subject. Objective: The objective of this study is to identify the fundamental aspects of open access representations in Brazilian institutional policies. Methodology: It uses as a qualitative approach the domain analysis and the theoretical-methodological course of content analysis through the application of the categorical technique. Performs the mapping of documents from the Melibea open access policy directory. Results: It points out that there is acknowledgment of the importance of open access as a strategy for the democratization and universalization of knowledge for society and indicates important aspects from the viewpoint of analyzed Brazilian institutions such as copyright, preservation, and open data. Conclusion: It concludes that there are terminological relationships to be considered in the open access domain and that the policies are important to institutionally align the understanding of fundamental concepts as well as to guide open access practices.	10.20396/rdbci.v20i00.8670092	Cafe, LC; Cavalcanti, VOD; de Barros, CM; Vital, LP; Alvarez, EB																					2022.0					10.20396/rdbci.v20i00.8670092			44958	a=openaccess; a=openpolicies	m=document review	d=none	t=none	geo=BRA		a=openaccess	m=interview	d=none	t=none	geo=BRA							
3134	WoS	Drivers and barriers in the transition to open science: the perspective of stakeholders in the Spanish scientific community	Open science; Open access; Open research data; Research assessment; Open peer review; Scientific system; Legislation; Research funding; Feasibility; Spain	This paper presents the results of a research study whose objective was to identify the facilitating factors and barriers that, in the opinion of representatives of the Spanish scientific community, impact the implementation of the new open science model in four areas: open access, open research data, research assessment and open peer review. A qualitative study was designed in which information was obtained through interviews with researchers, editors of scientific journals, representatives of assessment agencies and vice-chancellors, and through a focus group of librarians with expertise in aspects of open science. The enabling factors and barriers identified were related to the researcher and the fruit of their research, as well as to the scientific ecosystem, which provides direct institutional support and backing (universities/research centres), the regulatory framework (management of the science system) and the science communication system (media). The results indicate that a shift in scientific practices toward the open science model can only be achieved if there is a policy framework that integrates all initiatives and links into the scientific assessment and reward system, and if the necessary funding is in place to support this transition.	10.3145/epi.2022.may.05	Gonzalez-Teruel, A; Lopez-Borrull, A; Santos-Hermosa, G; Abad-Garcia, F; Olle, C; Serrano-Vicente, R																					2022.0					10.3145/epi.2022.may.05			44958	a=openaccess; a=opendata; a=openevaluation	m=interview	d=none	t=researcher; t=librarian; t=university; t=publisher; t=other	geo=ESP		a=openaccess	m=interview	d=none	t=researcher; t=librarian; t=unisupportstaff; t=publisher	geo=ESP							
3138	WoS	Effect of policies promoting open access in the scientific ecosystem: case study of ERC grantee publication practice		The European Research Council (ERC) is one of the leading sources of research funding worldwide. This article analyses the papers published by its grantees. The primary aim was to determine the access policies of the journals chosen by researchers benefiting from public funding to disseminate their findings, based on an analysis of 44,481 papers published from 2007 to 2015. The study showed that 85% were published in hybrid or non-OA journals, with 50% to 60% of citations referring to the articles carried by such blue journals. The mean excellence rate was 6.4%, with > 11% for blue journal, nearly 8% for green journal and 6.5% for gold OA journal papers. Two lessons have been learnt from the ERC's endeavour and experience in the international scientific ecosystem in the first decade since its institution. The first is that research proposed, reviewed and funded by scientists delivers highly influential and visible results. The second is that, while complying with OA publication recommendations and mandates, grantees prefer to publish their papers in non-gold OA journals.	10.1007/s11192-021-03966-3	Perianes-Rodriguez, Antonio; Olmeda-Gomez, Carlos				J		SCIENTOMETRICS	English	Article				[Perianes-Rodriguez, Antonio; Olmeda-Gomez, Carlos] Univ Carlos III, Dept Bibliotecon & Documentac, C Madrid 128, Getafe 28903, Spain		29.0	0.0	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0138-9130		2021.0	126	8	6825.0	6836.0	10.1007/s11192-021-03966-3	WOS:000658116700005		44958	a=openaccess 	m=document review	d=none	t=none	geo=EU		a=openaccess	m=biblio	d=none	t=none	geo=all							
3150	WoS	Establishing open science research priorities in health psychology: a research prioritisation Delphi exercise	Open science; Delphi study; research prioritisation; health psychology; meta-research	Objective Research on Open Science practices in Health Psychology is lacking. This meta-research study aimed to identify research question priorities and obtain consensus on the Top 5 prioritised research questions for Open Science in Health Psychology. Methods and measures An international Delphi consensus study was conducted. Twenty-three experts in Open Science and Health Psychology within the European Health Psychology Society (EHPS) suggested research question priorities to create a 'long-list' of items (Phase 1). Forty-three EHPS members rated the importance of these items, ranked their top five and suggested their own additional items (Phase 2). Twenty-four EHPS members received feedback on Phase 2 responses and then re-rated and re-ranked their top five research questions (Phase 3). Results The top five ranked research question priorities were: 1. 'To what extent are Open Science behaviours currently practised in Health Psychology?', 2. 'How can we maximise the usefulness of Open Data and Open Code resources?', 3. 'How can Open Data be increased within Health Psychology?', 4. 'What interventions are effective for increasing the adoption of Open Science in Health Psychology?' and 5. 'How can we increase free Open Access publishing in Health Psychology?'. Conclusion Funding and resources should prioritise the research questions identified here.	10.1080/08870446.2022.2139830	Norris, E; Prescott, A; Noone, C; Green, JA; Reynolds, J; Grant, SP; Toomey, E																					2022.0					10.1080/08870446.2022.2139830			44958	a=openaccess; a=opendata; a=opensoftware	m=interview	d=socscie	t=researcher	geo=EU		a=openaccess	m=interview	d=med	t=researcher	geo=all							
